RecordingID,EventType,SiteID,EventID,EventRow,StartFrame,EndFrame,DetectedStartFrame,DetectedEndFrame,FootprintPixels,BaselineWindowFrames,CleanBaselineFrames,TruncatedBaseline,OverlapExcludedFrames,NonfiniteBaselineFrames,StoredBaseline,RecomputedBaseline,StoredStatus,RecomputedStatus,StoredAmplitude,RecomputedAmplitude,AbsDifference,MeasurementMatches,WrongDirection,Condition,SourceRawSHA256
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/surge-full-movie-measurement-20260910/M400-01-baseline-awake/challenge,sink,9,9,50,588,596,592,596,653,20,20,0,0,0,92.2266462480858,92.2266462480858,valid,valid,0.0711012221041446,0.0711012221041446,0,1,0,KnownSignal,3cbc608c1a7a3427b14f3042ce496749fa9e4c4cae378996db8663a858f64d3a
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/surge-full-movie-measurement-20260910/M400-01-baseline-awake/challenge,sink,10,1,51,82,97,85,96,1074,20,9,0,11,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,KnownSignal,3cbc608c1a7a3427b14f3042ce496749fa9e4c4cae378996db8663a858f64d3a
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/surge-full-movie-measurement-20260910/M400-01-baseline-awake/challenge,sink,10,2,52,393,403,399,401,282,20,20,0,0,0,82.9636524822695,82.9636524822695,valid,valid,0.0835087569323486,0.0835087569323486,0,1,0,KnownSignal,3cbc608c1a7a3427b14f3042ce496749fa9e4c4cae378996db8663a858f64d3a
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/surge-full-movie-measurement-20260910/M400-01-baseline-awake/challenge,sink,10,3,53,471,477,472,475,534,20,20,0,0,0,78.4540262172285,78.4540262172285,valid,valid,0.0570588705663876,0.0570588705663876,0,1,0,KnownSignal,3cbc608c1a7a3427b14f3042ce496749fa9e4c4cae378996db8663a858f64d3a
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/surge-full-movie-measurement-20260910/M400-01-baseline-awake/challenge,sink,10,4,54,531,546,533,536,497,20,20,0,0,0,78.3072434607646,78.3072434607646,valid,valid,0.0674662822756159,0.0674662822756159,0,1,0,KnownSignal,3cbc608c1a7a3427b14f3042ce496749fa9e4c4cae378996db8663a858f64d3a
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/surge-full-movie-measurement-20260910/M400-01-baseline-awake/challenge,sink,11,1,55,41,47,41,43,430,20,20,0,0,0,125.68523255814,125.68523255814,valid,valid,0.0529127304922874,0.0529127304922874,0,1,0,KnownSignal,3cbc608c1a7a3427b14f3042ce496749fa9e4c4cae378996db8663a858f64d3a
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/surge-full-movie-measurement-20260910/M400-01-baseline-awake/challenge,sink,11,2,56,453,473,465,473,1237,20,20,0,0,0,109.531851253032,109.531851253032,valid,valid,0.0785580433815112,0.0785580433815112,0,1,0,KnownSignal,3cbc608c1a7a3427b14f3042ce496749fa9e4c4cae378996db8663a858f64d3a
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/surge-full-movie-measurement-20260910/M400-01-baseline-awake/challenge,sink,12,1,57,107,124,109,124,2102,20,20,0,0,0,98.3376308277831,98.3376308277831,valid,valid,0.104949694178728,0.104949694178728,0,1,0,KnownSignal,3cbc608c1a7a3427b14f3042ce496749fa9e4c4cae378996db8663a858f64d3a
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/surge-full-movie-measurement-20260910/M400-01-baseline-awake/challenge,sink,12,2,58,126,139,126,139,1424,20,4,0,16,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,KnownSignal,3cbc608c1a7a3427b14f3042ce496749fa9e4c4cae378996db8663a858f64d3a
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/surge-full-movie-measurement-20260910/M400-01-baseline-awake/challenge,sink,12,3,59,311,324,312,324,812,20,20,0,0,0,117.046921182266,117.046921182266,valid,valid,0.108689728025791,0.108689728025791,0,1,0,KnownSignal,3cbc608c1a7a3427b14f3042ce496749fa9e4c4cae378996db8663a858f64d3a
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/surge-full-movie-measurement-20260910/M400-01-baseline-awake/challenge,sink,12,4,60,349,372,351,355,443,20,20,0,0,0,108.237584650113,108.237584650113,valid,valid,0.151227600014599,0.151227600014599,0,1,0,KnownSignal,3cbc608c1a7a3427b14f3042ce496749fa9e4c4cae378996db8663a858f64d3a
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/surge-full-movie-measurement-20260910/M400-01-baseline-awake/challenge,sink,12,5,61,504,512,507,511,638,20,20,0,0,0,108.619043887147,108.619043887147,valid,valid,0.0855849908259791,0.0855849908259791,0,1,0,KnownSignal,3cbc608c1a7a3427b14f3042ce496749fa9e4c4cae378996db8663a858f64d3a
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/surge-full-movie-measurement-20260910/M400-01-baseline-awake/challenge,sink,13,1,62,43,47,45,47,2024,20,0,0,20,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,KnownSignal,3cbc608c1a7a3427b14f3042ce496749fa9e4c4cae378996db8663a858f64d3a
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/surge-full-movie-measurement-20260910/M400-01-baseline-awake/challenge,sink,13,2,63,49,52,49,51,1967,20,1,0,19,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,KnownSignal,3cbc608c1a7a3427b14f3042ce496749fa9e4c4cae378996db8663a858f64d3a
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/surge-full-movie-measurement-20260910/M400-01-baseline-awake/challenge,sink,13,3,64,60,62,60,62,586,20,12,0,8,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,KnownSignal,3cbc608c1a7a3427b14f3042ce496749fa9e4c4cae378996db8663a858f64d3a
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/surge-full-movie-measurement-20260910/M400-01-baseline-awake/challenge,sink,13,4,65,67,76,67,76,1510,20,11,0,9,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,KnownSignal,3cbc608c1a7a3427b14f3042ce496749fa9e4c4cae378996db8663a858f64d3a
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/surge-full-movie-measurement-20260910/M400-01-baseline-awake/challenge,sink,13,5,66,106,114,107,109,1357,20,18,0,2,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,KnownSignal,3cbc608c1a7a3427b14f3042ce496749fa9e4c4cae378996db8663a858f64d3a
